id,name,formatted_address,lat,lng,types,rating,user_rating_count,price_level
ChIJoZjbbZQ50xQR8zFpohkjj0g,Hz. ALİ CAMİİ,"Ahi Mesut, 06794 Etimesgut/Ankara, Türkiye",39.9295307,32.6451279,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.7,359,
ChIJg1ivUM1K0xQRZEGN4Dl5oUo,Abali Baba Tomb,"Memlik, 06105 Yenimahalle/Ankara, Türkiye",40.0640812,32.751596,"[""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.6,238,
ChIJ4Y2W6dYv0xQRk36geeEh-xY,İlksen Housing Toki Mosque,"29 Ekim, 814. Cd 62 K-67, 06946 Sincan Osb/Sincan/Ankara, Türkiye",40.0166051,32.533410700000005,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.6,217,
ChIJ63iJg4dN0xQRFswnWUdJQ4w,Hasköy Savaştepe Cami,"Yıldıztepe, 169. Cd. No:5, 06140 Altındağ/Ankara, Türkiye",39.9741218,32.8981953,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.9,198,
ChIJ9apGc5U_0xQRYGUNhRz-h5s,Incek Mosque,"İncek, Demir Sk. No:11, 06830 Gölbaşı/Ankara, Türkiye",39.8076474,32.6968708,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.7,169,
ChIJZ47JF-9q0xQR2gdtxXVM1tU,Hacı Hasan Köyü Cami,"Hacıhasan, Hilmiyet Cd. No:33, 06830 Gölbaşı/Ankara, Türkiye",39.745125,32.747696999999995,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.8,163,
ChIJHRXNdHJU0xQRpG8s6YHwbLY,H. Ahmet Kayhan Mosque,"Kızılca, 06105 Mamak/Ankara, Türkiye",39.933969999999995,32.9998432,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.9,138,
ChIJfwjjQc1K0xQRz2GSKDd04HE,And Kabir Masjid Hazrat Munir Derman,"Memlik, 06105 Yenimahalle/Ankara, Türkiye",40.063722,32.750901,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.8,129,
ChIJUTy-WPhT0xQRHV548sJWM_s,Öner Tokcan Cami,"Baraj, 06150 Altındağ/Ankara, Türkiye",40.0030265,32.9047648,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.8,124,
ChIJ057OZ50KgkARlVJyjD9fWvE,Memlik Village Mosque,"Memlik, 06105 Yenimahalle/Ankara, Türkiye",40.0652636,32.7509201,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.6,106,
ChIJQ1wjDuJN0xQReXnoGT9trnY,Kuzey Ankara külliyesi,"Şenyuva, 06300 Keçiören/Ankara, Türkiye",40.010350599999995,32.8947357,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.8,103,
