id,name,formatted_address,lat,lng,types,rating,user_rating_count,price_level,business_status,primary_photo_name,source_type,suggested_category,already_in_system
ChIJj-qcChlP0xQRoAiNJKguhtM,Anıtkabir,"Mebusevleri, Anıttepe, Anıtkabir, 06570 Çankaya/Ankara, Türkiye",39.924882499999995,32.8370786,"[""monument"", ""tourist_attraction"", ""historical_landmark"", ""historical_place"", ""point_of_interest"", ""establishment""]",4.9,139272,,OPERATIONAL,places/ChIJj-qcChlP0xQRoAiNJKguhtM/photos/AU_ZVEHNcQvJGjYVk_QQu-thXfAKpFbCsDttLDmH1fdjPstKg-TnLnrG7A3fRl3lGmF5Qkdx9saZKmu69eVqMSdDCTC1HgTW73evHqgvadhTmEwBPnf3gymAe4jj_JBrizyVFLRm3_kp3pb5rfNbIfBygNCW6m4YnF4ADFBTvVPYcAWw1eBPMiz1NUtDSupx5x77m1HZRR300Dr_hOa-1qsL49foK1uP6jc-NLekvsAcl9JikEB1S21em7Yrlgn2-LU3W3t4n8u1tQlBWr95YH2qzqOeYQTjXatsai50BuwXSUuZgHSiVAnvlJGbz84iu5R2I_OWDhPdYdY3nwJNj2dOp-samFvx01iw36yxKTid3GuuGMlOoR2HM7AzrAWtP56z1lLr64jKqkMJm7Qtx2gB05Y-_1oFIDnTqGRrbYO_nukyrg,tourist_attraction,landmarks,yes
ChIJjTWQhQBP0xQRej8E-sHEDzU,Güvenpark,"Kızılay Meydanı, 06421 Çankaya/Ankara, Türkiye",39.9201797,32.8534066,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.1,41217,,OPERATIONAL,places/ChIJjTWQhQBP0xQRej8E-sHEDzU/photos/AU_ZVEGrPNCD0elRPSZhKciducltDI3P7V560azUXmj8D5-FYUCMngpKMLxcVDzOvmpM9S8g1txVnnHNQxAfEeVBI3hL1fBDW3bLbq2_Zexf7IaDLz5dApQKGqLWXI-mBn6lZIxCY1J0vz8BIuH9gp_UtJ9EnOZ5vsRI0Q7oRa6B9LsT-37yzumq5QHf-nU20i9mlQuEWlyfg0LKm5WgqWYqTkPBNknY9x17UFLT3NFYntq1KxBAuNZ1bujtSwjio_epWjXYSHjHPElzbODEo4ti0hQlrmN06uwX_0FgCFdGDPaeL7rJFNbGLsLu1JI7rahAQsGXztpCxO7NUW1l5yR1qVZ6ObXpHaQv2XPDjFJZyYEgq_G1ncE-BLmvIGQtw4a-1vCM3bNAe4APwouZSgnFr7Qvpfo6rlj-jJQeKP7gB6yll4zY,tourist_attraction,landmarks,yes
ChIJpXsxOGBO0xQRKCQHB0AXJKM,Ataturk Statue,"Hacı Bayram, Anafartalar Cd No:62, 06050 Altındağ/Ankara, Türkiye",39.9417863,32.8548263,"[""sculpture"", ""tourist_attraction"", ""monument"", ""point_of_interest"", ""establishment""]",4.4,27695,,OPERATIONAL,places/ChIJpXsxOGBO0xQRKCQHB0AXJKM/photos/AU_ZVEF4w87TL9kOpv9Wg2sVm0PR8HDeDIZr5T8CT8u3XigMygFxWMV9okcx7sqHwyJR4OTymsWCDZ5xQWdZYqDBy1lxkjYCrO9TlivxMieMlMqq4tlnYEGamjEJxjoSDrg6_mQ2rDlWf_cmxflvCVv_dDBNBKHeRG-W6Es8sTU9TidhRsmFpLdpn8Fpt2TIwiPUaTPsHrfm8aHAgE5EdhxbtXTQ6sEuFdpGlU1Brd-k_hMx4DQovnH1ZO6KAwYMgOsmBvJMaRmrYmsB6x6CQs_GXg3DbgzMNAo5bF0aXcC8QHjNXYB1VA9372jP4z9HRKJU4_X71AiqL94hUHBQSYkZRNM4hG0t7UlCpJXcxNPYXo1stzcfZJVQ7cbH7V8bdsdWuyMdurbnnF085xLUH_qfnaegYO8BffFDJ3viuKxS_kBxE3a2EhDWaCPNYrO2oAvt,tourist_attraction,landmarks,yes
ChIJT7AhDqJP0xQRfUIL_yqAcTM,Kuğulu Park,"Çankaya, Kuğulu Park, 06690 Çankaya/Ankara, Türkiye",39.902000099999995,32.8601762,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.5,26154,,OPERATIONAL,places/ChIJT7AhDqJP0xQRfUIL_yqAcTM/photos/AU_ZVEEZJGJ-6COLXbIBaovyPcD7uAk6dxW5j6zbTKcF-8gbviO4qaxT0FjZkJr7quD-N4d6_oXtGMBt72ZTVFE5I4ysLVVJBKUBI_zGkFr8MWaFc8GQ2LYI4H_7ROBjYT30kK3JmXB7MLrEOxT1Ssoi3IRR4xS1BnV62V9KHj__YBsY9XWl3oPtdMdMgUvIINE-8yXcgijR1b5tp90GBipyLMIWJ8qNQ3fQrUwYJWqsGqVVPshJ1wgkzANrL4Imc0IvU8e9UEYZ9MbLqQvXtKjnB3k5B0HKZMzZ1C6dPUoTbz2h3yJLjl-6D_rKbx0CVLX_RzaaR-jp2cV5PKLGh7X4ka6M86MW4hzkT_y7GLYLMccD4ANKLUFLXBSVn5U8DK-5pmACsn9az1bMewr2Z6Ujj-cjV6XVnutnUmNwQOHhn2-kiBPg,tourist_attraction,landmarks,yes
ChIJEcVIjmNO0xQRFl54K-VCnps,Haci Bayram Mosque,"Hacı Bayram, Sarıbağ Sk. No:13, 06050 Altındağ/Ankara, Türkiye",39.944505299999996,32.8580019,"[""mosque"", ""tourist_attraction"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.8,25257,,OPERATIONAL,places/ChIJEcVIjmNO0xQRFl54K-VCnps/photos/AU_ZVEGttgfUmKsRZAgyLemncdmjk37NmBqWc9oumQjAjaoIBacJsj5eWNKb46Jmh8pqu-tOIRaXg7yWDMcc6FqAMAnF9akeMh4ST7ZDIWbjp79oeb-AysRe3LTDY58CI4Z5sk16EL8orEz9X8zY1_FDwo2AudedeiAsnHBX_RwkVIlngrtv4mIUT1AOUOvLfQF5VQZ8OBhEcEjBKYV8Sg_opSpyXjPn6F4lW-QZyCRvEv_CE0nuO8IO6OteFfvnN7al0Ax0rrPBEqMH1930Fe49mvwn1L5-n-MUdNGi7obBydJLbgdK5RD0LtKBa2OL0ohq-zDxb4Xyl4AKWswRFivC4DoyLFpEo4B-8hMPCjMuLnzafZlgIk0tnJbqIDQ0gNVK1WXb2KJ93j5EgpyBE4kdcphyivOEdHoBILYaEag3fwVF2A,tourist_attraction,landmarks,yes
ChIJezGjUW9O0xQRwAGUkwTgFXQ,Ankara Castle,"Kale, 06240 Altındağ/Ankara, Türkiye",39.9390359,32.8654212,"[""castle"", ""tourist_attraction"", ""historical_landmark"", ""historical_place"", ""point_of_interest"", ""establishment""]",4.4,22256,,OPERATIONAL,places/ChIJezGjUW9O0xQRwAGUkwTgFXQ/photos/AU_ZVEESFo6RyzlRGENNoXTtihc4Yf8bLuI_IJp4OiJjSVREmP27E8wfPq9XTXpdADTa56tZStzj-ppDX56svCBslRWlsCccy0RQFJx21LMIZ9yW3rbG6swgy6O9mWTFM8tPFxyb1HZS94xzDUR_5pF5VC1gsSiW-BF5Mj4qB1WpzAdSmUQQyM9U7a68ZwvvRZQp9Cao5yp_yBvJng5xyH9PxeQDlHFuifEhZH7Y3PZnCjx9zaRFcBwBo8C22hCakLlmSiRA7aQCTU0-kkUin8TtR_lYxvFywwPeDUtdaj9ygP0Gwpkpd1lh2VHAF9KsEITuwtCZ_r2OSMI-12aEdO7re1lHADl54n99Iz3d46bUsZvUkmEsKF8FdLONOG0K4DU3-2m7rKN2Dbhfg3sbJrY5OWnur6qo2wdCeX6B07WpcKqp7g,tourist_attraction,landmarks,yes
ChIJF16msWtO0xQRh3CtfHpR5Xw,Ulucanlar Prison Museum,"Hacettepe, Ulucanlar Cd. No:63, 06030 Altındağ/Ankara, Türkiye",39.9376335,32.8732154,"[""museum"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.7,17848,,OPERATIONAL,places/ChIJF16msWtO0xQRh3CtfHpR5Xw/photos/AU_ZVEEencoAQgrJlhR2cTWzasiVnVl2z7uLE5Hv3uZVXcHaEIO2qbx4gy-tiKCqSeIJYsa0BrXZIxmwhc4YKxOFF-7P_lvMa5DhjIr4KzPNOgKCcgRiy5NyOwiFQsYJH1cJ_mQ7HVsQBqys5U0_l1-tlSVFvz55w2GOr8UZ_VCd4NdH9Tui4X1NubdeXj6SZPncQ_VJEO9uPGFv0KshZRBSDxWWjn65aYIH1liOfd6gGsarS23yYKv7lECpQF-pDm1XD6Su6Yf48xA3WTKHPbr7gyg1VIJlKLfy6Ze5Sa_S8GgQ27WUkDDxruDlniTjOU8db6mGJs5PpVnU0iQcqZvxFTjJId9biBFb9nTGWbPuZXrLPZ2lyI7vMmdjH8yz0_pSapmK26OryIaop_iYvWmYXjUp382dQOWZbq-ok-gML9J8ou55vdaFXV51LfoaWVic,tourist_attraction,landmarks,yes
ChIJ9ws3eGdO0xQRRmf05EeskZs,Museum of Anatolian Civilizations,"Kale, Gözcü Sk. No:2, 06240 Ulus/Altındağ/Ankara, Türkiye",39.9382042,32.8618958,"[""tourist_attraction"", ""museum"", ""point_of_interest"", ""establishment""]",4.8,16807,,OPERATIONAL,places/ChIJ9ws3eGdO0xQRRmf05EeskZs/photos/AU_ZVEHts1zV223HArIRHCoPHloA-A1GeW6wm0tNZVOlgJ2Mu01zCfgZSTh8Q4QtgYbRmpRnXYgkdDmHRHI733GukQ1c2HtFYyeuJH9dLjJzYKIl2Epa-vmtB_xsJJeAA0EI33z_YOc0dlDrrJ5_PfgkN0scVsRRn6kVbG1Q1xiY_VTzihWmAiuCINbndqGpD-_S-p-3KTWHUdtTJnJqUf6QYoyTeigii2BNdAycfA3dWKwTiJH3JrHU-gkfWZyptpRAl90lKhhyqATxUpRgtHGolYlET3zDm2yFb1PbL6Oyg-t1yCkuMyDWWW8QcZ7yhnaup8C0zc7eY43OJJV75BeTYhD62lC9tknjFE_cs0FD8FDdz05nqim7A8HV7siNpbmemGZMRBYupQX7bOrgFrElFNfPwweVPCYPBpZo1OdePO8H264,tourist_attraction,landmarks,yes
ChIJRSh_PFBO0xQRgcjsVw-QklY,Independence Park,"Fidanlık, Prof. Dr. Nusret Fişek Cd. No:39, 06420 Çankaya/Ankara, Türkiye",39.9274396,32.864004,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.4,14826,,OPERATIONAL,places/ChIJRSh_PFBO0xQRgcjsVw-QklY/photos/AU_ZVEGuMWSQkkTRU703ixknXA-iXlTVBqR_cLtccEybSvpPOJd7Ce26bsAy-frNRcqSp1Giy7nPlRTP15B8yDB6VvI-uC-iAKwDMDBLeJ_m-Fr3uH5CgqzxEfSYOE_n8GlLrhDGKqb8WyeiDo0M-JD7U2C-cw108p_YfZNPG29GP_N8ZHddx7Sc9tQVh5ikaDzUgiaRW_K8yWzHMOOkmGMET9ngdIYjbVJkIpaONQlcUwgGRTHDddpUD_fqiSRXr9KNwh5EMEtFvoLb7y8JeCQbf3fDcj8c3iDxXwz6BAGNFdSRREBinSg9uDZys4G89W5ZLSBeEV6w32CKqdN6p58hMSo7IcEAcjZZw6MnFoosVz4wvRN7-lyfqvbVvMlw-i6FFiacEiRUXRJF-ukvznkDFy5GKrjhRD1MNQPcDXgOEaJRLA,tourist_attraction,landmarks,yes
ChIJN26nO5pP0xQRllqZX2CDKaU,Seğmenler Parkı,"Çankaya, 06680 Çankaya/Ankara, Türkiye",39.894834599999996,32.862981999999995,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.4,13381,,OPERATIONAL,places/ChIJN26nO5pP0xQRllqZX2CDKaU/photos/AU_ZVEGgil2hSJlIGLnIBuVYXu8Ftz8glAxasGPU5vpwTC5grS5mOGOIcfFc_LmEDmn40FYbqqv8SfOLQmhRZiN64iDKA4uQ5yTutB2Oz0YYlda191Vj4mqGfsCKqTCTCLz-wDdle1yz8w5utruiN8KgRZLsVpHJWEka-9J6X0y-bT1MO32rOopIQiLa66iRnAqtib87bzuFSwiPoGWUqemECfnwc7kSA9fNfWKG3mWvlwNsMrvwPZS9-Qslq9TADNenUzFrTN7VVHnDXnjRwpbFKTC8-MPpy6IncPJs_Giv-mv4YpOg-tCX40SwTNRWXL6njmdLYTiaVYm_ykfy_2WAjwiJde5iDJHpi0EWI3NRkhkg0vC1qnbqAT6a7JVN0RaNeADS4UmBMrPS4qn3l3vXBH5mhhWKAR1EoOi7YkC4rD8,tourist_attraction,landmarks,yes
ChIJ7dHk9VxO0xQRguJ5A9462zc,Altınköy Open Air Museum - Altındağ,"Beşikkaya, 2022. Sk, 06230 Altındağ/Ankara, Türkiye",39.972927299999995,32.9553823,"[""tourist_attraction"", ""park"", ""museum"", ""point_of_interest"", ""establishment""]",4.4,13267,,OPERATIONAL,places/ChIJ7dHk9VxO0xQRguJ5A9462zc/photos/AU_ZVEEM_W_ooYj-Cxbi1lvrgBjf6k7AID20NiUIUvqG1bWCgYEb4MVZ4RGENwGJvGZ3sFdUaz3zNpn7F8xy0yoDqLX_xVv4FfnaMEMTveSq9Z2BHSq0sO8DJyumVG0I8ViJ8nrm4F5-LOOsehEPTOAgVimuN1bnM5rJo5d7jxESUppSVElTmmkV7Sv-oHfzDXERdNwj-SGcN1vs0CuTk_dnVfMmS4kw70j6o57uAOOl1keBSVZ2n3nRpMQ7g2Nu3RIYcCV0kuLGQkL57DPiov9fyNmLhKAaDLOeCEsIcrOV7Q_ODDUNMUo3EF88qZxv2He5bwMfkFhjGSMAcJVMpa7YoZF8KFY4jjXJdbYZ3IcnZi1sYsRtDhSM_NMVWwFy-vM7JI9CED_Nywv0dTW-vVe3rPbm3zpL-TY6vZaf1F_KHWmDdQ,tourist_attraction,landmarks,yes
ChIJxWi_e4FP0xQRJ4Y2_tyjx_k,Botanical Park,"Çankaya, Çankaya Cd. No:10/B, 06680 Çankaya/Ankara, Türkiye",39.88760690000001,32.856014099999996,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.6,9370,,OPERATIONAL,places/ChIJxWi_e4FP0xQRJ4Y2_tyjx_k/photos/AU_ZVEGIE1FcFChf1f_TTQGaH6eQwiWRbAJnNFWThOKwrxfTrPeLJEMtgTBfX9ut3XCgY-2hfDlO0Vo2SiMvGuGRlq2qJlndeQRYelEy5Ip5XkZosgslkmG8p2HWJt3WBhZiN_GHmEIxS1xBU7pOBvgddhUx_0SRrloneOJNayjcYcZsJLzg7ogDfLsLXEnaUkbFdKFUly_hoS15ADqCR4vUuBVA7088WdWjeWrPERXAQB1tCc3u1riUufkFMDoBBdX0O3IV5aUtux2c7ECjH4T5f1u727UBcxitCC8UOuXOSvBCYemchWDn3rlBi6WhjLJ2K0RMnD7X1PIhyAe6qho-lX9JZQQW09aCrPvK7FARZ_V3H0vQxkVqh0jNrE6CTyjCFzjEJWUWjxDUbHGUNi62sLaz4L5EFw7twBmWvBM0k5MaB4e6,tourist_attraction,landmarks,yes
ChIJe24LnwJG0xQR2kHecO69jt0,Şehit Cuma Dağ Tabiat Tarihi Müzesi,"Çukurambar, Dumlupınar Blv. No:11, 06530 Çankaya/Ankara, Türkiye",39.902352799999996,32.7984894,"[""tourist_attraction"", ""corporate_office"", ""museum"", ""point_of_interest"", ""establishment""]",4.7,9145,,OPERATIONAL,places/ChIJe24LnwJG0xQR2kHecO69jt0/photos/AU_ZVEH3AyIeO8d2hYGpUqtjOPVv9ReIB9flXZVL4bPE7MgIFL7-a8mNKg8CPWZ1b4rtilVJ4LFX_X6M2j48qSBaRUKtyRcNLDgn_hORkjiK06ToOAivg-PxNjHeJHOhsZueJ0G1hDFXRCW4E_OfYVwseiokIj5KjJQagmN1hAU7IHVTS9o9GBrjJBn1H0jVFR9pmxaN1QKFtqEXp3t7KG17VMwrxvvZZX9o-35DRR74f6IO9Z6IGy7tvBEFaIngTw7EpOGrA6mPyNlPkR9RKOwiIXMJRhR85xvW33u7J1zGQ8qHwV7MVslhFQlH8c_oayLN2asGwU7WhO5GUY0SiPskVqZ6krEuBV4PLKsHlf7efz46m9SkuPRobCNhIdwUyy4l-ciIcPpjO6Txe1HDuuzjiHrnVyyC3Ut3teuiMMyd3ztKzFA,tourist_attraction,landmarks,yes
ChIJXfkpeBdN0xQRsx6PyKkSou0,Keçiören Evcil Hayvanlar Parkı,"Uyanış, Aşıkpaşa Cd., 06300 Keçiören/Ankara, Türkiye",40.007760499999996,32.8656368,"[""zoo"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.3,8595,,OPERATIONAL,places/ChIJXfkpeBdN0xQRsx6PyKkSou0/photos/AU_ZVEE2knorA7-Db2IMVmJe0FOU0wjzkMTdpJDA1qlRfD0E3Aaxa8GFSp2UvdjrW2UvaaFGUAd8gJBb__puvN6UT-Oun5uCKZRSfRt72BoHM_HaYIUPR_wGprYd72ytBqak1DQUmdCCOKFjdmC_z00FPJArkiApoUoP_GRUaBsNkNl0e42ZzkmFV76MAe5s5ecZ4vFYqGTfD4Ps2s9mRnkBe1kbArzf2_5OjL0FuVq_TzHb8Q7-BPGGpxod9JPPvc0T7xkapTLYqe6eaOTPdsF93X_iG6ne1aNabUuFfWsbZfiGV-P6LV6-cdyaeJwmYa5Pi_KrQHKSF4zD7hG95-GFwZazSh-5eDHwLvaw3IX-wBwVeGcTe3vHkOsfdW4oDc2Q027PIv60-jlnA6JKDR1yHwigZlUMscn0ffdQPnunPhk2I88,tourist_attraction,landmarks,yes
ChIJT3C2WblG0xQRozkNqUV08UA,Ahlatlıbel Atatürk Parkı,"Ahlatlıbel, Çankaya Bld. Dinlenme ve Spor Tesisleri, 06805 Çankaya/Ankara, Türkiye",39.8430779,32.7919079,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.6,8422,,OPERATIONAL,places/ChIJT3C2WblG0xQRozkNqUV08UA/photos/AU_ZVEH2PCLJ-k7fEC82Ec-kWmGhtKvghS6DbnihICU2BgM4mVp22XSvRoFMnzpc562CSCceMk5ef6EG734PyoAmQYzEOiU3I47AIA5PcFT_VW1Vg_DVS1iHwnIP4q7XrAG2XwGln7KDA0Rv0LuWCtPBImUshL4lCgEuR_mXfyql5FsO_79JdBBVj72SbeoI7L22xc3VX6RQ5soqtEZfe1DgYfuZUhj_kI-NtTl5r8toiQwcjmVVwEOoSCIDFJmQYj2cG_GTP6TvNzBaPynKGWY5GLUJjW9YS75eAH6NbVXK0X4kjoxv5s7xVO_tCgawUWKNTdey8v6ZGpcfUCHRcO3QPjIgbf2yz-Z1FfAv_i--F1itX08-u0R2r7iEMEWdtdTzT6dumkcOTKIxvvYcmTtF0J-dZdLDdI0SFGeOSR56oUMTFDR3,tourist_attraction,landmarks,yes
ChIJtXHx6_lO0xQRrPnb4V4RjX8,Cermodern,"Hacı Bayram, Altınsoy Cd. No:3, 06101 Sıhhıye / Altındağ/Altındağ/Ankara, Türkiye",39.9318309,32.8491314,"[""art_gallery"", ""tourist_attraction"", ""art_museum"", ""museum"", ""point_of_interest"", ""establishment""]",4.4,7162,,OPERATIONAL,places/ChIJtXHx6_lO0xQRrPnb4V4RjX8/photos/AU_ZVEFGVxx9iBza_IKCN4kXRpSB1UvYqmp4dBgIi4oeryPzEHUVuNIBjCZ5kR1SdjT0gPytLNMPw2kuIewKYDCqPSVvQnV4MziAHeZK3Hru4Wf8a12FIYoyOBv8d3g-OuTSuluJv8XPnEG0yVuMcDcPXKrrFF2YgukMxm3RPQxJ0jR63XNNGkvwsKSyIslBH9bYzE2Nssv8LS7VoRdQknyzh6XWNFkDGstamJO6yBCKiezA1fCpTZ0DmQZKux85exQiEoAms850fGrCKGI7tPqNakwMbkeZYcBWv-7s_LJNaNTM7ux31VVsoShKVnCXGQHpK377FsB1ulNBXNP-JDMXfz18iBVkvqUhTrMLyJ0Piq2RbQ-WMuFpvevhy90jen4anTMTdSSR4E6FgLkycHE-6_e7-1_189LtV95TMyRIEUA1Sg,tourist_attraction,landmarks,yes
ChIJmVBeKx1G0xQRwKbIP3hsaOE,Çansera Kent Bahçesi,"Çukurambar, 06510 Çankaya/Ankara, Türkiye",39.9042619,32.7933849,"[""park"", ""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.5,6535,,OPERATIONAL,places/ChIJmVBeKx1G0xQRwKbIP3hsaOE/photos/AU_ZVEH_9HZU5aA4A9tuB9TgGNHflefMNJgBOCWxdbOiSZsparRLoNAT84qt4ktE2EjcHgBcPD_5LMqiLIUxpqvCd4WLdEFnxXjXJAAB70Gtgx8Y4hrJnWvuLoSsriCkRtAJZ40snlImh1rIo0CWvs6vt8pWc7T_xfOsdDwIynKRQswMSiaSYOfLzqXkpTAXJZHxJO4PIPWjqdWQlMVOYe5uA_jyEsnZnac0eMqgQecPGu3yP55nX7YjaYgbHs05KmLTLHd-Cu6ePGIDdkxIXHGstJJJoRLbnNKNS8IB15q2ScO0YVXJpVErBeI__HCA4WZY2b-BDty3xtbBXPpJmmJ6xfiXmYBQi-TNv__WMXMcOLIvXzRYwuU2wihT-V8t9WmXnWuyaosv8LuTK6wCCCxwQP0eGCfN_ta3eb3Ec4UJJzVhMQ,tourist_attraction,landmarks,yes
ChIJQ1SOxWFO0xQRU9MYRfTLmwY,Museum of the War of Independence,"Hacı Bayram, Cumhuriyet Cd. No: 2/1, 06050 Altındağ/Ankara, Türkiye",39.9418394,32.8536242,"[""history_museum"", ""tourist_attraction"", ""museum"", ""point_of_interest"", ""establishment""]",4.9,5640,,OPERATIONAL,places/ChIJQ1SOxWFO0xQRU9MYRfTLmwY/photos/AU_ZVEGuApHmw0xK7j1007sNBaNPISpW18wMcGVEISjPlCli8aZEyEmtkafUyTY6QaJelE-dvfAsWer2udE5pHBLH93NgwdfUg2ropmqvL7stt1UdO56EaiNUUZ-_MZQvxIiPEshICdK4xJAK5O1t2FLyiT_VKdekSIwAckeV9g-IYaG7AdXkqWTPuvFtAGyEiiPpodutqtIiapGjnsXxr5vYWw3Frf8755NjvLV2OqFO7QX5TKkuUfwfH6QcvuW5uViGohi2s-qFBK1z7TMz1YiMPzrciFHuUFoUkHd7riE27x5rw,tourist_attraction,landmarks,yes
ChIJSxhUe0NO0xQRXwTCW64axC8,Hamamonu Historical Ankara Houses,"Hacettepe, Sarıkadı Sk. No:31, 06230 Altındağ/Ankara, Türkiye",39.9317783,32.866988,"[""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.6,4430,,OPERATIONAL,places/ChIJSxhUe0NO0xQRXwTCW64axC8/photos/AU_ZVEGJjXTNlONCs6uAK9dr_XMt8cpgk9gxnbQqM7sG0GGiFBLoGdrF8U3Jzf4pO3h2LEFJJjI83nlpkB30eUoYnieRfAShDoUS_z0-6v4L9CYDDHVDBgfeLqs7XopV_RyYATXoVOAoCRmSgLmglWxc7ob4BOAeqytiEFrTa_8M8lq8EYSjJPXtfrJPahw2JHKnrbjZIelPvUm273FrKwv1nU2ndbkLln_ncUQ7fx-O3iqMVt6mv0Pmhe65BqWfPqPd29KuFHfqGwDxhdyD6vnv-DyBfunz72XXki0mAOLgLHRKBS15rUBnJsYH62KzOc0lEPd5DmOWNUQsYOkgvw-yodefPEJD0pY74X5gy05cAYR-YYQJG0lspr6jiPEIpJsPu_1_qA5-o8Zj1xAoRsII3JplcXhPfdeNv0IGQxC6F6qC9DZL,tourist_attraction,landmarks,yes
ChIJscJ9L3IV0xQRFO0cw9trNNk,Tulumtas Cave,"Hacılar, Hacilar Bulv No:673, 06830 Gölbaşı/Ankara, Türkiye",39.774787499999995,32.6836406,"[""tourist_attraction"", ""point_of_interest"", ""establishment""]",4.4,2498,,OPERATIONAL,places/ChIJscJ9L3IV0xQRFO0cw9trNNk/photos/AU_ZVEFxpxMSylO8MZwwRi4ACcrpkSgQgrJ6rcSI-N3dUXhnkwzhosnGO0oR7ZSgb13smkbSuQWpJ3hvL7Tq3hhUaxQbTibvqXWwdq1hLvC7vpAz7Qqtq-0R0hvDjjBh-8tg98aiLsvmD8WudgswZaEHx0Kxayl_LNZ4oEMR_MDoibdeoUwO6uV0cH1LbsLe1-iH1FWaUScOKRPW3IXlYViW9Zu92uLUsjh4NXTbL214pnGA5Ir5QfD7JbYhLubev-oewnDZmz8Xsaaqd7L52EGKQCq_Yg4YOOgktnVRbEMbBTQyXB32z-8_4wwhN9xnzjdGCDi9XXewYdTzQ5v7PYwDUzLtJ5-mwcZym0R_HPR6j4O0nSuB_qDy4lZWF62EtMSllzyM-sNwtyUFyqagdVmtwkIZ6tok0VELqmDoXEbb4sti310,tourist_attraction,landmarks,yes
ChIJh21AuGBO0xQR6I9gJ9kxT8g,Suluhan Bazaar,"Anafartalar Mahallesi, Şht. Teğmen Kalmaz Posta Cd No:38, 06050 Altındağ/Ankara, Türkiye",39.9396966,32.8584898,"[""shopping_mall"", ""historical_landmark"", ""historical_place"", ""point_of_interest"", ""establishment""]",4.2,19222,,OPERATIONAL,places/ChIJh21AuGBO0xQR6I9gJ9kxT8g/photos/AU_ZVEFt1-aW_usQNOe3Sgb0WIl5w2tITu-a77Q68-x_z7pu3t-RVG24u6i1d3UP52BfCeOWDPLUD-AtEy1_c7EoURZ9UN9VVJPe6jMKRYU3BdzhxzBjvXOB5uW2-nE-Gekgu5e0c_s88CwWbG0Tf60fdUJaPpl0UW8e93z2wX1wCXrKfcrmsfGk6_6svUgwoHbBBNQJwlAd8jGSYDUFuwDs1BIaYX970Zba1pPgVmg3LSU1s-ovMz0_eEVvCZDrBNebSpsBoK7QZckrgmuocLhw6cc-fujgGPs2tYWKmlPIMAZ_t_mi2n1gXj3vKx-jRRgLmIq01fKbjnZXIy9rrfmhgjDNCmCqxSEoGXGJTV3sDhIqKfpyh7TvtR3R7BcdNS7057-h3vNmqkDGoFOgoErT8c0vUaERUk4A_kqltYuRWPbo5w,historical_landmark,historic_places,yes
ChIJSUtsaKxP0xQRdMQOgnjnRfA,Kocatepe Mosque,"Kültür, Dr. Mediha Eldem Sk. No:67, 06420 Çankaya/Ankara, Türkiye",39.9166089,32.860706199999996,"[""mosque"", ""place_of_worship"", ""association_or_organization"", ""point_of_interest"", ""establishment""]",4.8,13801,,OPERATIONAL,places/ChIJSUtsaKxP0xQRdMQOgnjnRfA/photos/AU_ZVEFN6f312TtQvD82PwNcDWBGu4xyjKUlFakUET_zJi3j_IAkBYh8_xfzGMSlcWJyw5q8dX2HEzvP4xeRUz_OwJjgwulfKNPEb9ycVFeXwvYqU8TgiK3DdQjdZ0KVRQyOL9Eh43a8qbM3Cf4HHjX9WZ6SsVjqsxxbEG0KqBPK3V-zZGr3C16CNj29M7-jJec_xnt85n9o7f2EEkUwInLuOTprNRYVD2j0dRQvHuSvBiXDP2Cp8rQMQuf4mXH25Olsgq3PjQ2hXmyukFBxyE-mlybav5Xo4NyIKrAF8S2yt8iqLiHCSnUHxFmeywCca1mVGB0E27KoqBskKlBqeo-2SWa-U-WB8qFWGpXktdojtll5i9kJDwLZcSB8iSY1IefOzdb5i55OGtnGxbwQW_-hb7lXjlvJFjxmd9ykr35TWwz0hVYE,mosque,historic_places,no
